entrez	target gene	target probe	source probe	Score
285513	GPRIN3	232687_at	206999_at	0.461340
101752399	STAG3L5P-PVRIG2P-PILRB	220954_s_at	206999_at	0.461202
102466747	MIR6840	220954_s_at	206999_at	0.461202
29990	PILRB	220954_s_at	206999_at	0.461202
84932	RAB2B	225074_at	206999_at	0.460910
11052	CPSF6	202469_s_at	206999_at	0.460585
10419	PRMT5	1564520_s_at	206999_at	0.460565
1124	CHN2	213385_at	206999_at	0.460461
11276	SYNRG	1553165_at	206999_at	0.460292
6731	SRP72	208802_at	206999_at	0.459631
115353	LRRC42	215084_s_at	206999_at	0.459249
494470	RNF165	1557545_s_at	206999_at	0.459125
79871	RPAP2	222893_s_at	206999_at	0.458203
9657	IQCB1	211707_s_at	206999_at	0.458162
79609	VCPKMT	218940_at	206999_at	0.457936
23514	SPIDR	228325_at	206999_at	0.457681
1785	DNM2	202253_s_at	206999_at	0.457588
84791	LINC00467	224443_at	206999_at	0.457203
10735	STAG2	209022_at	206999_at	0.456523
1021	CDK6	243000_at	206999_at	0.455927
9111	NMI	203964_at	206999_at	0.455785
79744	ZNF419	219826_at	206999_at	0.455603
222487	ADGRG3	1553723_at	206999_at	0.455600
5781	PTPN11	212610_at	206999_at	0.455288
1880	GPR183	205419_at	206999_at	0.454290
64928	MRPL14	225201_s_at	206999_at	0.452942
100533496	TVP23C-CDRT4	228482_at	206999_at	0.452547
201158	TVP23C	228482_at	206999_at	0.452547
284040	CDRT4	228482_at	206999_at	0.452547
83732	RIOK1	224450_s_at	206999_at	0.452465
164	AP1G1	225754_at	206999_at	0.451703
51520	LARS	222427_s_at	206999_at	0.451447
80228	ORAI2	217529_at	206999_at	0.450595
55066	PDPR	224904_at	206999_at	0.450546
2982	GUCY1A3	221942_s_at	206999_at	0.450145
3096	HIVEP1	204512_at	206999_at	0.449653
83641	FAM107B	223058_at	206999_at	0.449624
60490	PPCDC	219066_at	206999_at	0.448938
10797	MTHFD2	201761_at	206999_at	0.448823
9352	TXNL1	201588_at	206999_at	0.448818
51542	VPS54	233656_s_at	206999_at	0.448219
2117	ETV3	1552423_at	206999_at	0.447110
55226	NAT10	217884_at	206999_at	0.447008
23231	SEL1L3	212311_at	206999_at	0.445672
22984	PDCD11	212422_at	206999_at	0.445087
83440	ADPGK	220980_s_at	206999_at	0.444536
8718	TNFRSF25	219423_x_at	206999_at	0.444249
56271	BEX4	215440_s_at	206999_at	0.444224
55359	STYK1	221696_s_at	206999_at	0.443865
8615	USO1	201832_s_at	206999_at	0.443658
117145	THEM4	1553118_at	206999_at	0.443222
729680	LOC729680	228977_at	206999_at	0.443141
6472	SHMT2	214437_s_at	206999_at	0.442811
9276	COPB2	201098_at	206999_at	0.442092
3202	HOXA5	213844_at	206999_at	0.442007
165324	UBXN2A	228605_at	206999_at	0.441853
8573	CASK	227156_at	206999_at	0.441380
79616	CCNJL	219227_at	206999_at	0.441365
94120	SYTL3	238423_at	206999_at	0.440962
407004	MIR22	214696_at	206999_at	0.440631
84981	MIR22HG	214696_at	206999_at	0.440631
5074	PAWR	204005_s_at	206999_at	0.440592
553115	PEF1	217923_at	206999_at	0.440070
3980	LIG3	1554597_at	206999_at	0.440023
23332	CLASP1	212752_at	206999_at	0.439990
84327	ZBED3	228402_at	206999_at	0.439855
10253	SPRY2	204011_at	206999_at	0.439753
8651	SOCS1	210001_s_at	206999_at	0.439726
55720	TSR1	218156_s_at	206999_at	0.439693
64116	SLC39A8	209267_s_at	206999_at	0.439217
6617	SNAPC1	205443_at	206999_at	0.438798
7536	SF1	208313_s_at	206999_at	0.438541
24140	FTSJ1	205324_s_at	206999_at	0.437591
901	CCNG2	202769_at	206999_at	0.436885
8292	COLQ	206073_at	206999_at	0.436725
2632	GBE1	203282_at	206999_at	0.436585
8320	EOMES	231776_at	206999_at	0.436485
85440	DOCK7	225384_at	206999_at	0.436358
860	RUNX2	232231_at	206999_at	0.435968
51729	WBP11	217822_at	206999_at	0.435914
5433	POLR2D	203664_s_at	206999_at	0.435667
5682	PSMA1	211746_x_at	206999_at	0.435497
221830	TWISTNB	226784_at	206999_at	0.435406
84941	HSH2D	1552623_at	206999_at	0.435292
4189	DNAJB9	202843_at	206999_at	0.435036
2582	GALE	202528_at	206999_at	0.434710
56916	SMARCAD1	223197_s_at	206999_at	0.434703
80110	ZNF614	220721_at	206999_at	0.434570
10745	PHTF1	215285_s_at	206999_at	0.433003
5546	PRCC	208938_at	206999_at	0.432850
10237	SLC35B1	202433_at	206999_at	0.432739
84248	FYTTD1	224641_at	206999_at	0.432462
5366	PMAIP1	204286_s_at	206999_at	0.432423
55619	DOCK10	219279_at	206999_at	0.432254
2242	FES	205418_at	206999_at	0.431569
2923	PDIA3	227033_at	206999_at	0.431377
8454	CUL1	207614_s_at	206999_at	0.431344
6782	HSPA13	202557_at	206999_at	0.431189
55802	DCP1A	225443_at	206999_at	0.430953
29105	CFAP20	217957_at	206999_at	0.430774
91694	LONRF1	215322_at	206999_at	0.430502
2802	GOLGA3	202106_at	206999_at	0.430427
10939	AFG3L2	202486_at	206999_at	0.430112
64859	NABP1	233085_s_at	206999_at	0.429629
5144	PDE4D	210837_s_at	206999_at	0.429534
1196	CLK2	203229_s_at	206999_at	0.429321
55768	NGLY1	220742_s_at	206999_at	0.429275
684	BST2	201641_at	206999_at	0.429069
11040	PIM2	204269_at	206999_at	0.428960
284695	ZNF326	227680_at	206999_at	0.428901
64582	GPR135	211659_at	206999_at	0.428851
28951	TRIB2	202478_at	206999_at	0.428625
51304	ZDHHC3	218078_s_at	206999_at	0.428573
29028	ATAD2	218782_s_at	206999_at	0.428298
6599	SMARCC1	201075_s_at	206999_at	0.428276
163882	CNST	1554660_a_at	206999_at	0.428187
7626	ZNF75D	213659_at	206999_at	0.427538
54877	ZCCHC2	224503_s_at	206999_at	0.427132
88455	ANKRD13A	224810_s_at	206999_at	0.427004
9057	SLC7A6	203579_s_at	206999_at	0.426781
678	ZFP36L2	201367_s_at	206999_at	0.426716
64431	ACTR6	218395_at	206999_at	0.426451
57819	LSM2	209449_at	206999_at	0.425449
10206	TRIM13	203659_s_at	206999_at	0.424510
100847052	MIR664B	201478_s_at	206999_at	0.424337
1736	DKC1	201478_s_at	206999_at	0.424337
677835	SNORA56	201478_s_at	206999_at	0.424337
80223	RAB11FIP1	219681_s_at	206999_at	0.424307
51134	CEP83	219644_at	206999_at	0.424161
57189	KIAA1147	223162_s_at	206999_at	0.424037
54753	ZNF853	232884_s_at	206999_at	0.424008
57655	GRAMD1A	224807_at	206999_at	0.423986
11238	CA5B	238435_at	206999_at	0.423754
340591	CA5BP1	238435_at	206999_at	0.423754
9128	PRPF4	209161_at	206999_at	0.423676
26135	SERBP1	217724_at	206999_at	0.423442
100616393	MIR4657	225120_at	206999_at	0.423431
5814	PURB	225120_at	206999_at	0.423431
389906	LOC389906	222196_at	206999_at	0.423418
5981	RFC1	209085_x_at	206999_at	0.422946
9805	SCRN1	201462_at	206999_at	0.422893
79834	PEAK1	225913_at	206999_at	0.422805
23160	WDR43	214662_at	206999_at	0.422507
9047	SH2D2A	207351_s_at	206999_at	0.422200
23351	KHNYN	212355_at	206999_at	0.422109
150962	PUS10	229362_at	206999_at	0.421704
55312	RFK	203225_s_at	206999_at	0.421331
7167	TPI1	210050_at	206999_at	0.421059
144195	SLC2A14	216236_s_at	206999_at	0.420959
6515	SLC2A3	216236_s_at	206999_at	0.420959
1968	EIF2S3	224936_at	206999_at	0.420786
8935	SKAP2	225639_at	206999_at	0.420609
1478	CSTF2	238821_at	206999_at	0.420379
9868	TOMM70A	201519_at	206999_at	0.420134
51491	NOP16	214011_s_at	206999_at	0.420108
1964	EIF1AX	201016_at	206999_at	0.419935
54205	CYCS	229415_at	206999_at	0.419734
219931	TPCN2	229250_at	206999_at	0.419679
114908	TMEM123	211967_at	206999_at	0.419591
26524	LATS2	230348_at	206999_at	0.419381
9500	MAGED1	209014_at	206999_at	0.419211
51444	RNF138	239143_x_at	206999_at	0.419201
7323	UBE2D3	200668_s_at	206999_at	0.418969
58508	KMT2C	222415_at	206999_at	0.418816
5954	RCN1	201063_at	206999_at	0.418726
7037	TFRC	207332_s_at	206999_at	0.418369
5970	RELA	201783_s_at	206999_at	0.418309
7329	UBE2I	213535_s_at	206999_at	0.418168
10207	INADL	223681_s_at	206999_at	0.418080
284391	ZNF844	228346_at	206999_at	0.417925
58526	MID1IP1	218251_at	206999_at	0.417852
356	FASLG	211333_s_at	206999_at	0.417549
26003	GORASP2	208842_s_at	206999_at	0.417392
3815	KIT	205051_s_at	206999_at	0.417228
5910	RAP1GDS1	209444_at	206999_at	0.416682
101060386	LOC101060386	237464_at	206999_at	0.416257
23049	SMG1	237464_at	206999_at	0.416257
552900	BOLA2	237464_at	206999_at	0.416257
1456	CSNK1G3	220768_s_at	206999_at	0.416060
2870	GRK6	202848_s_at	206999_at	0.415821
158586	ZXDB	228005_at	206999_at	0.415641
292	SLC25A5	200657_at	206999_at	0.415126
8458	TTF2	204407_at	206999_at	0.415030
705	BYSL	203612_at	206999_at	0.414836
100130733	LRRC70	238488_at	206999_at	0.414641
51194	IPO11	238488_at	206999_at	0.414641
9685	CLINT1	201769_at	206999_at	0.414547
23765	IL17RA	229101_at	206999_at	0.414420
5026	P2RX5	210448_s_at	206999_at	0.414219
203429	FAM226A	242292_at	206999_at	0.414151
653687	FAM226B	242292_at	206999_at	0.414151
9917	FAM20B	202915_s_at	206999_at	0.414077
10079	ATP9A	212062_at	206999_at	0.413990
572	BAD	209364_at	206999_at	0.413862
79870	BAALC	218899_s_at	206999_at	0.413679
26015	RPAP1	218441_s_at	206999_at	0.412881
6856	SYPL1	201260_s_at	206999_at	0.412736
8418	CMAHP	205518_s_at	206999_at	0.412666
9318	COPS2	202467_s_at	206999_at	0.412299
55689	YEATS2	221203_s_at	206999_at	0.412154
57018	CCNL1	1555827_at	206999_at	0.412038
4676	NAP1L4	201414_s_at	206999_at	0.411445
64418	TMEM168	218962_s_at	206999_at	0.411403
55186	SLC25A36	201919_at	206999_at	0.411375
64744	SMAP2	225282_at	206999_at	0.411327
54438	GFOD1	1554486_a_at	206999_at	0.410757
79174	CRELD2	218358_at	206999_at	0.410750
64921	CASD1	219342_at	206999_at	0.410534
51429	SNX9	223027_at	206999_at	0.410446
23347	SMCHD1	212577_at	206999_at	0.410337
677795	SNORA5B	220789_s_at	206999_at	0.410203
9238	TBRG4	220789_s_at	206999_at	0.410203
55655	NLRP2	221690_s_at	206999_at	0.409965
26037	SIPA1L1	202255_s_at	206999_at	0.409664
406948	MIR15A	215629_s_at	206999_at	0.409587
79469	DLEU2L	215629_s_at	206999_at	0.409587
8847	DLEU2	215629_s_at	206999_at	0.409587
199692	ZNF627	224492_s_at	206999_at	0.409562
84524	ZC3H8	223506_at	206999_at	0.409322
55707	NECAP2	220731_s_at	206999_at	0.409247
10597	TRAPPC2B	209751_s_at	206999_at	0.409184
6399	TRAPPC2	209751_s_at	206999_at	0.409184
7398	USP1	202413_s_at	206999_at	0.409094
7884	SLBP	206052_s_at	206999_at	0.408997
5066	PAM	214620_x_at	206999_at	0.408939
50807	ASAP1	224790_at	206999_at	0.408810
100505573	INAFM2	231431_s_at	206999_at	0.408559
80145	THOC7	218334_at	206999_at	0.408524
149233	IL23R	1552912_a_at	206999_at	0.408344
9034	CCRL2	211434_s_at	206999_at	0.408159
3836	KPNA1	202055_at	206999_at	0.408145
892	CCNC	201955_at	206999_at	0.407963
821	CANX	208852_s_at	206999_at	0.407854
54431	DNAJC10	221781_s_at	206999_at	0.407806
2131	EXT1	201995_at	206999_at	0.407399
1983	EIF5	208290_s_at	206999_at	0.407343
7385	UQCRC2	200883_at	206999_at	0.407332
27440	CECR5	218592_s_at	206999_at	0.407312
51175	TUBE1	226181_at	206999_at	0.406834
2110	ETFDH	33494_at	206999_at	0.406311
23483	TGDS	208249_s_at	206999_at	0.405699
85453	TSPYL5	213122_at	206999_at	0.405676
84099	ID2B	213931_at	206999_at	0.405488
6309	SC5D	211423_s_at	206999_at	0.405485
150094	SIK1	208078_s_at	206999_at	0.405462
5664	PSEN2	211373_s_at	206999_at	0.405375
3308	HSPA4	208815_x_at	206999_at	0.405339
84815	MGC12916	224508_at	206999_at	0.405189
51096	UTP18	203721_s_at	206999_at	0.404889
1794	DOCK2	213160_at	206999_at	0.404534
9663	LPIN2	202459_s_at	206999_at	0.404488
102465801	MIR7703	201762_s_at	206999_at	0.404255
5721	PSME2	201762_s_at	206999_at	0.404255
151987	PPP4R2	225519_at	206999_at	0.404222
2549	GAB1	229114_at	206999_at	0.404149
5467	PPARD	242218_at	206999_at	0.404047
3090	HIC1	230218_at	206999_at	0.403900
5550	PREP	37950_at	206999_at	0.403862
996	CDC27	217881_s_at	206999_at	0.403838
79147	FKRP	227882_at	206999_at	0.403575
26094	DCAF4	226938_at	206999_at	0.403259
7163	TPD52	201688_s_at	206999_at	0.403256
55012	PPP2R3C	218852_at	206999_at	0.403114
6730	SRP68	224607_s_at	206999_at	0.403110
10575	CCT4	200877_at	206999_at	0.403096
55120	FANCL	218397_at	206999_at	0.403054
219333	USP12	213327_s_at	206999_at	0.402864
266812	NAP1L5	228063_s_at	206999_at	0.402815
5093	PCBP1	208620_at	206999_at	0.402791
10015	PDCD6IP	217746_s_at	206999_at	0.402704
84067	FAM160A2	223637_s_at	206999_at	0.402677
203068	TUBB	209026_x_at	206999_at	0.402539
4088	SMAD3	218284_at	206999_at	0.402527
728558	ENTPD1-AS1	219731_at	206999_at	0.402444
161	AP2A2	211779_x_at	206999_at	0.402237
51253	MRPL37	222993_at	206999_at	0.402046
10492	SYNCRIP	209025_s_at	206999_at	0.401730
10983	CCNI	208656_s_at	206999_at	0.401422
7423	VEGFB	203683_s_at	206999_at	0.400943
7710	ZNF154	217242_at	206999_at	0.400674
79711	IPO4	218305_at	206999_at	0.400598
4928	NUP98	210793_s_at	206999_at	0.400549
435	ASL	204608_at	206999_at	0.400480
84135	UTP15	228050_at	206999_at	0.400441
120534	ARL14EP	226383_at	206999_at	0.400325
144402	CPNE8	228365_at	206999_at	0.400150
8624	PSMG1	203405_at	206999_at	0.400063
3094	HINT1	200093_s_at	206999_at	0.399864
23607	CD2AP	203593_at	206999_at	0.399837
4152	MBD1	203353_s_at	206999_at	0.399812
84455	EFCAB7	226800_at	206999_at	0.399782
372	ARCN1	201176_s_at	206999_at	0.399603
169714	QSOX2	227146_at	206999_at	0.399470
22908	SACM1L	202797_at	206999_at	0.399418
57343	ZNF304	207753_at	206999_at	0.399331
7390	UROS	203031_s_at	206999_at	0.399263
79890	RIN3	219456_s_at	206999_at	0.399140
91039	DPP9	231957_s_at	206999_at	0.399113
6772	STAT1	209969_s_at	206999_at	0.399107
10560	SLC19A2	209681_at	206999_at	0.398750
84838	ZNF496	1557616_at	206999_at	0.398547
26608	TBL2	212685_s_at	206999_at	0.398467
51657	STYXL1	232353_s_at	206999_at	0.398363
55728	N4BP2	228242_at	206999_at	0.398234
573	BAG1	229720_at	206999_at	0.398228
201595	STT3B	224700_at	206999_at	0.398161
6713	SQLE	209218_at	206999_at	0.398104
3092	HIP1	226364_at	206999_at	0.398024
11021	RAB35	205461_at	206999_at	0.397206
8678	BECN1	208946_s_at	206999_at	0.397071
27333	GOLIM4	238002_at	206999_at	0.396906
23228	PLCL2	216218_s_at	206999_at	0.396882
22839	DLGAP4	202572_s_at	206999_at	0.396746
8780	RIOK3	202129_s_at	206999_at	0.396722
4925	NUCB2	229838_at	206999_at	0.396678
9263	STK17A	202695_s_at	206999_at	0.396671
60343	FAM3A	38043_at	206999_at	0.396423
8706	B3GALNT1	223374_s_at	206999_at	0.396365
84376	HOOK3	235114_x_at	206999_at	0.396286
10379	IRF9	203882_at	206999_at	0.395928
102724587	LOC102724587	240747_at	206999_at	0.395550
3831	KLC1	212877_at	206999_at	0.395490
5445	PON2	210830_s_at	206999_at	0.395382
134492	NUDCD2	226642_s_at	206999_at	0.395188
55356	SLC22A15	228497_at	206999_at	0.395103
8669	EIF3J	208985_s_at	206999_at	0.395005
51320	MEX3C	1556873_at	206999_at	0.394919
23636	NUP62	202153_s_at	206999_at	0.394685
10128	LRPPRC	211971_s_at	206999_at	0.394644
54899	PXK	225796_at	206999_at	0.394599
1317	SLC31A1	235013_at	206999_at	0.394498
7417	VDAC2	211662_s_at	206999_at	0.394360
5986	RFNG	212968_at	206999_at	0.394195
286410	ATP11C	226785_at	206999_at	0.394162
112970	KTI12	225642_at	206999_at	0.394156
51060	TXNDC12	225642_at	206999_at	0.394156
27246	RNF115	226468_at	206999_at	0.394013
4683	NBN	202907_s_at	206999_at	0.393888
79868	ALG13	205584_at	206999_at	0.393721
11334	TUSC2	203273_s_at	206999_at	0.393436
10863	ADAM28	205997_at	206999_at	0.393368
51631	LUC7L2	226758_at	206999_at	0.393344
25845	PP7080	225457_s_at	206999_at	0.393158
90271	OLMALINC	225457_s_at	206999_at	0.393158
133308	SLC9B2	229491_at	206999_at	0.393059
83666	PARP9	223220_s_at	206999_at	0.392922
26769	SNORD81	228238_at	206999_at	0.392421
26770	SNORD79	228238_at	206999_at	0.392421
26774	SNORD80	228238_at	206999_at	0.392421
26802	SNORD47	228238_at	206999_at	0.392421
26806	SNORD44	228238_at	206999_at	0.392421
60674	GAS5	228238_at	206999_at	0.392421
619498	SNORD74	228238_at	206999_at	0.392421
692196	SNORD76	228238_at	206999_at	0.392421
692197	SNORD77	228238_at	206999_at	0.392421
474344	GIMAP6	229367_s_at	206999_at	0.391356
51465	UBE2J1	217825_s_at	206999_at	0.391283
25912	C1orf43	223034_s_at	206999_at	0.390940
79668	PARP8	219033_at	206999_at	0.390657
27095	TRAPPC3	203511_s_at	206999_at	0.390650
79960	JADE1	235024_at	206999_at	0.390623
9702	CEP57	203492_x_at	206999_at	0.390522
57510	XPO5	223056_s_at	206999_at	0.390436
9889	ZBED4	204799_at	206999_at	0.390242
57605	PITPNM2	1552924_a_at	206999_at	0.389964
768211	RELL1	226430_at	206999_at	0.389941
10623	POLR3C	210573_s_at	206999_at	0.389796
23367	LARP1	212137_at	206999_at	0.389792
10260	DENND4A	1554352_s_at	206999_at	0.389629
157378	TMEM65	241342_at	206999_at	0.389623
6840	SVIL	202565_s_at	206999_at	0.389455
